SalesOrderNumber,SalesOrderItemNumber,OrderCreationDate,RequestedDeliveryDate,DeliveryNumber,DeliveryDate,PickDate,ActualGIdate,DeliveryItemNumber,Material,DeliveryQuantity,MaterialAvailableDate,Volume,NetWeight,GrossWeight,MATNR,CHARG,WERKS
232429135,50,2/28/2017,2017.03.02,2063560514,2017.03.03,2017.03.01,2017.03.01,60,240476,41,2017.03.01,15090,0.5,15,240476,1563426A,MY21
232429135,60,2/28/2017,2017.03.02,2063560514,2017.03.03,2017.03.01,2017.03.01,70,240957,41,2017.03.01,15090,0.5,15,240957,2924456G,MY21
232448639,20,2/28/2017,2017.03.03,2063560515,2017.03.03,2017.03.01,2017.03.02,30,ABDA136A,2801,2017.03.01,955640,405.5,420,ABDA136A,16110401,MY21
232448639,30,2/28/2017,2017.03.03,2063560515,2017.03.03,2017.03.01,2017.03.02,40,6E+13,245,2017.03.01,49160,8.5,23,6E+13,220916191,MY21
232448639,40,2/28/2017,2017.03.03,2063560515,2017.03.03,2017.03.01,2017.03.02,50,6E+13,485,2017.03.01,116936,18.5,33,6E+13,180916176,MY21
232448640,20,2/28/2017,2017.03.03,2063560516,2017.03.03,2017.03.01,2017.03.02,30,551984,245,2017.03.01,5000,0.5,15,551984,6D25DH08,MY21
232448640,30,2/28/2017,2017.03.03,2063560516,2017.03.03,2017.03.01,2017.03.02,40,6E+13,245,2017.03.01,56840,30.5,45,6E+13,241216,MY21
232448640,40,2/28/2017,2017.03.03,2063560516,2017.03.03,2017.03.01,2017.03.02,50,6E+13,1541,2017.03.01,557960,243.5,258,6E+13,140916,MY21
232448640,50,2/28/2017,2017.03.03,2063560516,2017.03.03,2017.03.01,2017.03.02,60,6E+13,2825,2017.03.01,963800,338.5,353,6E+13,16091801,MY21
232448641,20,2/28/2017,2017.03.03,2063560517,2017.03.03,2017.03.01,2017.03.02,30,6E+13,725,2017.03.01,212360,91.5,106,6E+13,580816,MY21
232448641,30,2/28/2017,2017.03.03,2063560517,2017.03.03,2017.03.01,2017.03.02,40,6E+13,725,2017.03.01,212360,91.5,106,6E+13,1520916,MY21
253608629,20,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900021,6E+13,1229,2018.11.30,952376,673.5,688,6E+13,180908M,MY21
253608629,20,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900022,6E+13,101,2018.11.30,79304,53.5,68,6E+13,180909M,MY21
253608629,20,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900023,6E+13,1325,2018.11.30,1026680,726.5,741,6E+13,180910M,MY21
253608629,120,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900024,237063,6917,2018.11.30,502664,62.5,98,237063,1841157,MY21
253608629,120,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900025,237063,13253,2018.11.30,958856,119.5,174,237063,1841158,MY21
253608629,120,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900026,237063,581,2018.11.30,46472,5.5,22,237063,1841219,MY21
253608629,280,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900027,6E+13,2657,2018.11.30,94107,27.5,248,6E+13,140518230,MY21
253608629,280,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900028,6E+13,1265,2018.11.30,47336,13.5,126,6E+13,290518199,MY21
253608629,280,11/28/2018,2018.12.04,2104445997,2018.12.04,2018.11.30,2018.12.03,900029,6E+13,893,2018.11.30,34837,9.5,93,6E+13,290618254,MY21
253642550,40,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900021,6E+13,497,2018.12.03,71420,22.5,52,6E+13,10818,MY21
253642550,40,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900022,6E+13,6113,2018.12.03,829580,275.5,473,6E+13,100818,MY21
253642550,60,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900023,6E+13,2573,2018.12.03,1128500,755.5,770,6E+13,180721M,MY21
253642550,60,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900024,6E+13,437,2018.12.03,194000,127.5,142,6E+13,180722M,MY21
253642550,70,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900025,6E+13,1505,2018.12.03,1166000,825.5,840,6E+13,180910M,MY21
253642550,70,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900026,6E+13,185,2018.12.03,144320,99.5,114,6E+13,180911M,MY21
253642550,80,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900027,6E+13,3461,2018.12.03,1517000,1016.5,1031,6E+13,180728M,MY21
253642550,80,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900028,6E+13,3125,2018.12.03,1370000,917.5,932,6E+13,180730M,MY21
253642550,80,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900029,6E+13,29,2018.12.03,15500,7.5,22,6E+13,180731M,MY21
253642550,90,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900030,6E+13,593,2018.12.03,460112,323.5,338,6E+13,180917M,MY21
253642550,90,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900031,6E+13,1517,2018.12.03,1175288,832.5,847,6E+13,180918M,MY21
232448641,40,2/28/2017,2017.03.03,2063560517,2017.03.03,2017.03.01,2017.03.02,50,6E+13,725,2017.03.01,367880,199.5,214,6E+13,1661016,MY21
253642550,100,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900032,6E+13,1205,2018.12.03,386150,180.5,195,6E+13,031018M,MY21
232448641,50,2/28/2017,2017.03.03,2063560517,2017.03.03,2017.03.01,2017.03.02,60,6E+13,2177,2017.03.01,743480,33.5,48,6E+13,16092001,MY21
253642550,100,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900033,6E+13,725,2018.12.03,233690,108.5,123,6E+13,051018J,MY21
232448641,60,2/28/2017,2017.03.03,2063560517,2017.03.03,2017.03.01,2017.03.02,70,240476,2021,2017.03.01,570044,2.5,17,240476,1563426A,MY21
253642550,110,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900034,6E+13,677,2018.12.03,218444,101.5,116,6E+13,030718M,MY21
248630979,20,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900021,6E+13,2885,2018.06.22,1802120,605.5,620,6E+13,250819,MY21
248630979,30,6/16/2018,2018.07.13,2095851280,2018.07.13,2018.06.22,2018.07.01,900022,6E+13,2405,2018.06.22,593000,1008.5,1023,6E+13,51019,MY21
253642550,110,11/29/2018,2018.12.05,2104468229,2018.12.05,2018.12.03,2018.12.04,900035,6E+13,533,2018.12.03,172706,79.5,94,6E+13,250718H,MY21
253642552,20,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900021,6E+13,101,2018.12.03,35492,14.5,29,6E+13,240718J,MY21
253642552,20,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900022,6E+13,869,2018.12.03,279428,130.5,145,6E+13,260718F,MY21
253642552,50,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900023,6E+13,1157,2018.12.03,220487,45.5,60,6E+13,021118D,MY21
253642552,50,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900024,6E+13,2597,2018.12.03,489847,101.5,116,6E+13,021118E,MY21
253642552,60,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900025,6E+13,557,2018.12.03,170600,83.5,98,6E+13,121018E,MY21
253642552,60,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900026,6E+13,413,2018.12.03,127400,61.5,76,6E+13,121018G,MY21
253642552,70,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900027,6E+13,1097,2018.12.03,319496,50.5,65,6E+13,121018C,MY21
253642552,70,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900028,6E+13,1217,2018.12.03,354056,56.5,71,6E+13,121018D,MY21
253642552,90,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900029,6E+13,2723,2018.12.03,2723000,2446.5,2461,6E+13,180822M,MY21
253642552,90,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900030,6E+13,1439,2018.12.03,1439000,1291.5,1306,6E+13,180823M,MY21
253642552,90,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900031,6E+13,713,2018.12.03,713000,637.5,652,6E+13,180824M,MY21
253642552,90,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900032,6E+13,2645,2018.12.03,2645000,2376.5,2391,6E+13,180825M,MY21
253642552,110,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900033,6E+13,65,2018.12.03,24058,0.5,33,6E+13,120718G,MY21
253642552,110,11/29/2018,2018.12.05,2104468235,2018.12.05,2018.12.03,2018.12.04,900034,6E+13,305,2018.12.03,100288,0.5,105,6E+13,120718N,MY21
253642553,90,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900021,237070,725,2018.12.03,62600,6.5,24,237070,1841220,MY21
253642553,90,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900022,237070,5045,2018.12.03,408200,45.5,75,237070,NV9K,MY21
253642553,90,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900023,237070,20741,2018.12.03,1663880,187.5,264,237070,NV9L,MY21
253642553,120,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900024,237063,3461,2018.12.03,253832,31.5,56,237063,1841158,MY21
253642553,120,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900025,237063,14981,2018.12.03,1083272,135.5,195,237063,1841219,MY21
253642553,180,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900026,231207,193,2018.12.03,70142,13.5,34,231207,1840731,MY21
253642553,180,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900027,231207,117,2018.12.03,43808,8.5,26,231207,1840817,MY21
253642553,190,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900028,234611,1085,2018.12.03,515300,56.5,115,234611,1840793,MY21
253642553,190,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900029,234611,221,2018.12.03,107060,11.5,35,234611,1840794,MY21
232448641,70,2/28/2017,2017.03.03,2063560517,2017.03.03,2017.03.01,2017.03.02,80,240957,1985,2017.03.01,559954,2.5,17,240957,2924456G,MY21
232449697,20,3/1/2017,2017.03.03,2063560518,2017.03.03,2017.03.01,2017.03.02,30,240742,815,2017.03.01,111920,235.5,250,240742,1740055,MY21
232449697,30,3/1/2017,2017.03.03,2063560518,2017.03.03,2017.03.01,2017.03.02,40,241763,575,2017.03.01,79996,108.5,123,241763,1640675,MY21
232449697,40,3/1/2017,2017.03.03,2063560518,2017.03.03,2017.03.01,2017.03.02,50,6E+13,1457,2017.03.01,187952,87.5,102,6E+13,1640803,MY21
232449698,20,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,30,6E+13,197,2017.03.01,66440,15.5,30,6E+13,AG0633,MY21
232449698,30,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,40,6E+13,77,2017.03.01,77000,5.5,20,6E+13,SCM00316,MY21
232449698,40,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,50,6E+13,341,2017.03.01,265064,185.5,200,6E+13,161201M,MY21
232449698,50,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,60,230842,485,2017.03.01,5000,0.5,15,230842,MF061624A,MY21
232449698,60,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,70,6E+13,5,2017.03.01,5000,0.5,15,6E+13,NULL,MY21
232449698,90,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,80,6E+13,101,2017.03.01,22664,4.5,19,6E+13,191016017,MY21
232449698,100,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,90,6E+13,509,2017.03.01,259016,140.5,155,6E+13,511016,MY21
232449698,110,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,100,241695,5,2017.03.01,5000,0.5,15,241695,NULL,MY21
232449698,60,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,900021,6E+13,533,2017.03.01,271112,146.5,161,6E+13,1621016,MY21
232449698,60,3/1/2017,2017.03.03,2063560519,2017.03.03,2017.03.01,2017.03.02,900022,6E+13,341,2017.03.01,174344,93.5,108,6E+13,1661016,MY21
232449945,20,3/1/2017,2017.03.03,2063560520,2017.03.03,2017.03.01,2017.03.02,30,6E+13,53,2017.03.01,20360,4.5,19,6E+13,AG0633,MY21
232449946,20,3/1/2017,2017.03.03,2063560521,2017.03.03,2017.03.01,2017.03.02,30,241763,1395,2017.03.01,187885,264.5,279,241763,1640675,MY21
232449946,30,3/1/2017,2017.03.03,2063560521,2017.03.03,2017.03.01,2017.03.02,40,237070,1397,2017.03.01,116360,18.5,33,237070,1640759,MY21
232449947,20,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,30,240957,53,2017.03.01,18453,0.5,15,240957,2924456G,MY21
232449947,110,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,120,6E+13,29,2017.03.01,11210,1.5,16,6E+13,240916297,MY21
232449947,120,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,130,6E+13,29,2017.03.01,10597,1.5,16,6E+13,180916176,MY21
232449947,130,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,140,6E+13,173,2017.03.01,113864,20.5,35,6E+13,760516,MY21
232449947,140,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,150,6E+13,257,2017.03.01,132008,70.5,85,6E+13,751116,MY21
232449947,150,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,160,6E+13,221,2017.03.01,113864,60.5,75,6E+13,1621016,MY21
232449947,160,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,170,241695,5,2017.03.01,5000,0.5,15,241695,NULL,MY21
232449947,170,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,180,241701,29,2017.03.01,23144,14.5,29,241701,6SC21,MY21
232449947,190,3/1/2017,2017.03.03,2063560522,2017.03.03,2017.03.01,2017.03.02,190,6E+13,5,2017.03.01,5000,0.5,15,6E+13,NULL,MY21
253642553,210,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900030,224381,23,2018.12.03,14900,1.5,17,224381,1840867,MY21
253642553,210,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900031,224381,227,2018.12.03,127100,18.5,41,224381,1840868,MY21
253642553,220,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900032,209364,2021,2018.12.03,736808,121.5,186,209364,140894A,MY21
253642553,220,11/29/2018,2018.12.05,2104468243,2018.12.05,2018.12.03,2018.12.04,900033,209364,5189,2018.12.03,1886792,311.5,456,209364,140894C,MY21
253642556,40,11/29/2018,2018.12.05,2104468250,2018.12.05,2018.12.03,2018.12.04,900021,241763,2565,2018.12.03,341824,23.5,64,241763,1840752,MY21
253642556,40,11/29/2018,2018.12.05,2104468250,2018.12.05,2018.12.03,2018.12.04,900022,241763,5125,2018.12.03,678649,46.5,112,241763,1840753,MY21
253642556,60,11/29/2018,2018.12.05,2104468250,2018.12.05,2018.12.03,2018.12.04,900023,6E+13,2885,2018.12.03,912200,320.5,335,6E+13,M1L12013,MY21
253642556,60,11/29/2018,2018.12.05,2104468250,2018.12.05,2018.12.03,2018.12.04,900024,6E+13,5765,2018.12.03,1819400,639.5,654,6E+13,M1L12014,MY21
253642559,240,11/29/2018,2018.12.05,2104468262,2018.12.05,2018.12.03,2018.12.04,900021,233710,4945,2018.12.03,938660,128.5,143,233710,17060115,MY21
253642559,240,11/29/2018,2018.12.05,2104468262,2018.12.05,2018.12.03,2018.12.04,900022,233710,465,2018.12.03,91940,12.5,27,233710,17070269,MY21
253642559,280,11/29/2018,2018.12.05,2104468262,2018.12.05,2018.12.03,2018.12.04,900023,6E+13,71,2018.12.03,112844,77.5,92,6E+13,P18049,MY21
253642559,280,11/29/2018,2018.12.05,2104468262,2018.12.05,2018.12.03,2018.12.04,900024,6E+13,299,2018.12.03,485396,341.5,356,6E+13,P18050,MY21
253642561,30,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900021,228792,1265,2018.12.03,892040,378.5,393,228792,K24W,MY21
253642561,30,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900022,228792,485,2018.12.03,342920,144.5,159,228792,K24X,MY21
253642561,30,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900023,228792,1265,2018.12.03,892040,378.5,393,228792,LM4H,MY21
253642561,60,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900024,6E+13,245,2018.12.03,43880,24.5,39,6E+13,H08OT041,MY21
253642561,60,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900025,6E+13,2465,2018.12.03,403520,246.5,261,6E+13,H09OT044,MY21
253642561,100,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900026,6E+13,635,2018.12.03,5363,1.5,141,6E+13,40618,MY21
253642561,100,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900027,6E+13,575,2018.12.03,5328,1.5,129,6E+13,50618,MY21
253642561,130,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900028,6E+13,181,2018.12.03,181000,88.5,108,6E+13,40518,MY21
253642561,130,11/29/2018,2018.12.05,2104468273,2018.12.05,2018.12.03,2018.12.04,900029,6E+13,725,2018.12.03,725000,360.5,397,6E+13,50518,MY21
253642563,70,11/29/2018,2018.12.05,2104468281,2018.12.05,2018.12.03,2018.12.04,900021,209401,43,2018.12.03,64565,14.5,32,209401,140893,MY21
253642563,70,11/29/2018,2018.12.05,2104468281,2018.12.05,2018.12.03,2018.12.04,900022,209401,207,2018.12.03,321635,73.5,106,209401,140983,MY21
253642568,50,11/29/2018,2018.12.05,2104468292,2018.12.05,2018.12.03,2018.12.04,900021,6E+13,29,2018.12.03,9489,1.5,16,6E+13,021118D,MY21
253642568,50,11/29/2018,2018.12.05,2104468292,2018.12.05,2018.12.03,2018.12.04,900022,6E+13,161,2018.12.03,34181,6.5,21,6E+13,021118E,MY21
253642568,80,11/29/2018,2018.12.05,2104468292,2018.12.05,2018.12.03,2018.12.04,900023,6E+13,35,2018.12.03,35000,27.5,42,6E+13,180820M,MY21
253642568,80,11/29/2018,2018.12.05,2104468292,2018.12.05,2018.12.03,2018.12.04,900024,6E+13,83,2018.12.03,83000,70.5,85,6E+13,180823M,MY21
253642568,80,11/29/2018,2018.12.05,2104468292,2018.12.05,2018.12.03,2018.12.04,900025,6E+13,95,2018.12.03,95000,81.5,96,6E+13,180825M,MY21
253642568,160,11/29/2018,2018.12.05,2104468292,2018.12.05,2018.12.03,2018.12.04,900026,234611,53,2018.12.03,27680,2.5,19,234611,1840793,MY21
253642568,160,11/29/2018,2018.12.05,2104468292,2018.12.05,2018.12.03,2018.12.04,900027,234611,161,2018.12.03,78710,8.5,30,234611,1841038,MY21
253643142,40,11/30/2018,2018.12.06,2104468310,2018.12.06,2018.12.03,2018.12.05,900021,237056,965,2018.12.03,81800,9.5,27,237056,1840861,MY21
253643142,40,11/30/2018,2018.12.06,2104468310,2018.12.06,2018.12.03,2018.12.05,900022,237056,1349,2018.12.03,112520,12.5,31,237056,1841154,MY21
253643143,180,11/30/2018,2018.12.06,2104468313,2018.12.06,2018.12.03,2018.12.05,900021,6E+13,215,2018.12.03,108709,28.5,51,6E+13,NM5C,MY21
253643143,180,11/30/2018,2018.12.06,2104468313,2018.12.06,2018.12.03,2018.12.05,900022,6E+13,515,2018.12.03,256864,67.5,102,6E+13,PD7W,MY21
253643143,250,11/30/2018,2018.12.06,2104468313,2018.12.06,2018.12.03,2018.12.05,900023,6E+13,17,2018.12.03,9080,0.5,15,6E+13,18070903,MY21
253643143,250,11/30/2018,2018.12.06,2104468313,2018.12.06,2018.12.03,2018.12.05,900024,6E+13,41,2018.12.03,17240,1.5,16,6E+13,18071001,MY21
253643165,80,11/30/2018,2018.12.05,2104468323,2018.12.05,2018.11.30,2018.12.03,900021,6E+13,89,2018.11.30,70016,46.5,61,6E+13,180910M,MY21
253643165,80,11/30/2018,2018.12.05,2104468323,2018.12.05,2018.11.30,2018.12.03,900022,6E+13,41,2018.11.30,32864,20.5,35,6E+13,180911M,MY21
